Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2014-12-19,INFRATEL,EQ,351.3,351.3,355.0,349.0,349.1,349.95,351.4,1124847,39526917800000.0,44099,893858,0.7946
2014-12-22,INFRATEL,EQ,349.95,346.6,349.9,331.15,335.95,337.55,337.58,665799,22476068015000.0,40601,401517,0.6031000000000001
2014-12-23,INFRATEL,EQ,337.55,337.55,341.0,331.2,337.0,336.0,337.37,559387,18871965525000.0,29995,389332,0.696
2014-12-24,INFRATEL,EQ,336.0,339.5,339.5,319.0,334.0,332.9,330.51,612832,20254609860000.0,26079,413311,0.6744
2014-12-26,INFRATEL,EQ,332.9,333.05,334.7,321.35,333.0,332.85,330.65,203378,6724595395000.0,8154,100001,0.4917
2014-12-29,INFRATEL,EQ,332.85,327.25,333.0,322.0,322.5,323.9,326.29,256233,8360665625000.0,9499,169001,0.6596
2014-12-30,INFRATEL,EQ,323.9,323.05,325.7,323.05,324.0,323.95,324.13,375835,12181884545000.0,8289,330090,0.8783
2014-12-31,INFRATEL,EQ,323.95,324.05,348.7,322.45,336.0,336.9,339.8,1115608,37908138990000.0,30477,484580,0.4344
2015-01-01,INFRATEL,EQ,336.9,333.5,340.5,329.85,340.0,339.3,336.42,103654,3487077470000.0005,2887,36955,0.3565
2015-01-02,INFRATEL,EQ,339.3,335.6,340.6,334.95,337.7,337.2,337.9,371430,12550729420000.0,4773,311730,0.8393
2015-01-05,INFRATEL,EQ,337.2,332.5,347.65,332.5,341.0,342.4,343.45,662811,22764144870000.0,45111,464325,0.7005
2015-01-06,INFRATEL,EQ,342.4,342.0,351.6,338.3,340.0,341.55,345.13,1267514,43745407000000.0,13467,837365,0.6606000000000001
2015-01-07,INFRATEL,EQ,341.55,342.0,347.3,341.65,343.0,342.65,343.83,701097,24105601400000.0,30822,478363,0.6823
2015-01-08,INFRATEL,EQ,342.65,343.35,346.0,343.05,344.05,344.05,344.68,1423694,49072434750000.0,42855,936866,0.6581
2015-01-09,INFRATEL,EQ,344.05,350.0,350.0,339.5,343.0,343.0,343.79,1173328,40337357570000.0,13200,1002840,0.8547
2015-01-12,INFRATEL,EQ,343.0,338.2,343.85,338.2,343.0,342.5,342.39,141701,4851770390000.0,8982,94763,0.6688
2015-01-13,INFRATEL,EQ,342.5,347.95,347.95,338.9,340.6,340.7,340.91,234783,8003928390000.001,19849,170495,0.7262000000000001
2015-01-14,INFRATEL,EQ,340.7,340.1,342.0,332.2,340.0,339.2,336.87,853036,28735896075000.0,22504,681562,0.799
2015-01-15,INFRATEL,EQ,339.2,335.35,346.6,335.35,340.0,340.1,344.01,978890,33674317135000.004,31262,830733,0.8486
2015-01-16,INFRATEL,EQ,340.1,345.0,345.0,337.0,343.2,340.0,340.22,73034,2484753520000.0,2715,51734,0.7084
2015-01-19,INFRATEL,EQ,340.0,335.2,343.0,335.2,343.0,342.1,341.8,529280,18090922640000.0,18266,393930,0.7443000000000001
2015-01-20,INFRATEL,EQ,342.1,340.25,361.25,340.25,358.0,353.8,351.12,1175942,41289601490000.0,29939,802822,0.6827
2015-01-21,INFRATEL,EQ,353.8,361.7,375.0,358.05,366.8,365.3,368.34,2008557,73983219745000.0,90683,1262496,0.6286
2015-01-22,INFRATEL,EQ,365.3,352.2,364.75,352.2,360.5,360.7,360.43,1031616,37182204225000.0,25139,808934,0.7841
2015-01-23,INFRATEL,EQ,360.7,364.0,373.3,359.45,369.0,368.5,367.09,1165896,42799111360000.0,34142,915751,0.7854000000000001
2015-01-27,INFRATEL,EQ,368.5,364.2,368.8,360.55,363.95,363.65,366.82,769937,28242969445000.0,50646,528276,0.6861
2015-01-28,INFRATEL,EQ,363.65,364.85,381.8,362.25,379.25,379.85,377.16,1655581,62442387754999.99,31732,1284197,0.7757
2015-01-29,INFRATEL,EQ,379.85,379.85,379.85,368.6,374.0,373.6,371.85,291433,10836895270000.0,13469,195374,0.6704000000000001
2015-01-30,INFRATEL,EQ,373.6,380.05,386.95,340.1,373.0,361.85,373.45,2409411,89980046760000.0,76810,1663800,0.6905
2015-02-02,INFRATEL,EQ,361.85,369.8,374.75,368.3,369.85,370.1,371.05,701024,26011149830000.0,34111,532023,0.7589
2015-02-03,INFRATEL,EQ,370.1,367.0,383.75,365.25,377.0,376.3,375.43,2359736,88590619550000.0,77333,1589550,0.6736
2015-02-04,INFRATEL,EQ,376.3,382.4,385.0,371.0,377.0,377.55,377.92,3751978,141794152085000.0,64209,2949002,0.7859999999999999
2015-02-05,INFRATEL,EQ,377.55,377.0,381.0,368.2,378.0,376.8,378.36,1146554,43380855130000.0,27696,912862,0.7962
2015-02-06,INFRATEL,EQ,376.8,379.4,381.0,374.8,380.0,378.25,377.38,1762202,66501490829999.99,33525,1170268,0.6641
2015-02-09,INFRATEL,EQ,378.25,382.7,382.7,367.55,374.95,373.0,373.2,1285729,47983339995000.0,44875,991468,0.7711
2015-02-10,INFRATEL,EQ,373.0,373.0,373.0,354.4,370.35,369.8,367.82,990877,36446528815000.0,40723,696319,0.7027
2015-02-11,INFRATEL,EQ,369.8,366.25,369.8,356.2,361.35,360.95,361.13,1316570,47544691995000.0,55704,971538,0.7379000000000001
2015-02-12,INFRATEL,EQ,360.95,362.0,368.75,338.5,367.9,364.1,357.17,5133570,183356260485000.0,93824,2748724,0.5354
2015-02-13,INFRATEL,EQ,364.1,367.0,367.0,353.0,358.1,358.85,359.19,1368567,49157738365000.0,56752,979547,0.7156999999999999
2015-02-16,INFRATEL,EQ,358.85,360.9,373.0,359.2,367.3,370.25,370.36,1189914,44069270930000.0,40730,887045,0.7454999999999999
2015-02-18,INFRATEL,EQ,370.25,364.1,369.65,363.0,364.1,364.45,364.14,299416,10903078250000.0,25665,231797,0.7742
2015-02-19,INFRATEL,EQ,364.45,375.7,375.7,366.5,372.95,368.25,368.75,890896,32851524495000.0,26506,664289,0.7456
2015-02-20,INFRATEL,EQ,368.25,371.8,371.8,357.2,361.1,361.15,361.05,1460682,52737567540000.0,62517,1177920,0.8064
2015-02-23,INFRATEL,EQ,361.15,365.9,374.0,362.0,366.0,367.3,366.86,532741,19543967835000.0,12148,403634,0.7576999999999999
2015-02-24,INFRATEL,EQ,367.3,363.1,371.0,361.5,371.0,369.65,364.16,10050875,366015670010000.0,26596,9759436,0.971
2015-02-25,INFRATEL,EQ,369.65,369.0,374.7,368.05,373.0,372.3,371.87,594419,22104383845000.0,13135,383026,0.6444
2015-02-26,INFRATEL,EQ,372.3,358.3,371.0,347.1,366.95,366.5,351.32,26541531,932457436004999.9,52518,22133891,0.8339
2015-02-27,INFRATEL,EQ,366.5,364.0,377.0,362.1,367.85,367.65,367.35,2529428,92917391865000.0,92549,1727271,0.6829000000000001
2015-02-28,INFRATEL,EQ,367.65,376.7,376.7,364.95,368.0,367.55,367.59,55928,2055876745000.0,2256,26043,0.4657
2015-03-02,INFRATEL,EQ,367.55,367.85,370.0,358.5,359.0,359.65,364.41,5874084,214054830080000.0,96819,4601110,0.7833
2015-03-03,INFRATEL,EQ,359.65,359.0,365.0,355.6,358.7,358.7,359.74,2287198,82278599555000.0,68087,1978096,0.8649
2015-03-04,INFRATEL,EQ,358.7,359.1,366.0,358.0,360.4,361.2,363.87,1417522,51579341335000.0,51280,1069819,0.7547
2015-03-05,INFRATEL,EQ,361.2,357.65,366.95,357.65,363.8,363.9,364.48,2582823,94139920315000.0,40930,2223387,0.8608
2015-03-09,INFRATEL,EQ,363.9,361.0,369.0,361.0,363.0,364.95,364.97,3572715,130392310080000.0,91186,2669250,0.7471
2015-03-10,INFRATEL,EQ,364.95,370.05,376.9,366.55,370.0,369.95,371.58,3702919,137593771720000.0,76668,2269986,0.613
2015-03-11,INFRATEL,EQ,369.95,365.25,386.0,365.25,380.0,377.65,372.76,2125133,79216980815000.0,25478,1642907,0.7731
2015-03-12,INFRATEL,EQ,377.65,377.25,393.7,377.25,388.8,389.25,388.37,2822373,109612591020000.0,63045,1899842,0.6731
2015-03-13,INFRATEL,EQ,389.25,388.05,392.85,384.9,391.0,387.9,389.92,6885531,268477312919999.97,52885,6417723,0.9320999999999999
2015-03-16,INFRATEL,EQ,387.9,385.2,389.85,375.25,383.4,382.05,382.81,647451,24785244055000.0,41469,409542,0.6325000000000001
2015-03-17,INFRATEL,EQ,382.05,381.0,396.45,375.5,385.5,383.95,389.38,986793,38423355860000.0,24492,699546,0.7089
2015-03-18,INFRATEL,EQ,383.95,387.5,389.8,371.4,378.5,380.05,378.62,714703,27059864030000.0,41752,467186,0.6537000000000001
2015-03-19,INFRATEL,EQ,380.05,379.0,387.9,378.55,384.0,384.75,384.79,1484289,57113571550000.0,53184,1293958,0.8718000000000001
2015-03-20,INFRATEL,EQ,384.75,386.0,389.0,371.5,375.75,385.35,384.83,2788169,107295718225000.0,50590,2252162,0.8078000000000001
2015-03-23,INFRATEL,EQ,385.35,379.3,386.9,375.35,384.55,384.45,382.81,758862,29049659835000.004,29458,494387,0.6515000000000001
2015-03-24,INFRATEL,EQ,384.45,386.0,388.4,382.25,388.0,387.2,385.93,628989,24274340775000.0,31928,485172,0.7714
2015-03-25,INFRATEL,EQ,387.2,387.2,399.35,387.2,392.0,391.45,392.18,1151186,45147081065000.0,52634,874133,0.7593000000000001
2015-03-26,INFRATEL,EQ,391.45,390.0,393.85,375.55,381.0,377.2,384.56,2527566,97199251005000.0,50114,2068569,0.8184
2015-03-27,INFRATEL,EQ,377.2,378.0,384.9,374.0,374.2,377.6,381.08,3194270,121727528359999.98,39392,2875733,0.9003
2015-03-30,INFRATEL,EQ,377.6,377.1,388.9,377.1,384.55,385.45,384.61,1219396,46899437910000.0,36443,1042505,0.8549
2015-03-31,INFRATEL,EQ,385.45,386.95,387.95,383.95,385.0,385.0,385.26,2820740,108673071750000.0,76919,2424002,0.8593000000000001
2015-04-01,INFRATEL,EQ,385.0,386.9,387.6,384.0,384.1,384.95,385.04,2214370,85262754230000.0,47254,2101450,0.9490000000000001
2015-04-06,INFRATEL,EQ,384.95,394.4,394.4,375.4,380.0,379.9,382.69,967916,37041484940000.0,46364,719843,0.7437
2015-04-07,INFRATEL,EQ,379.9,380.0,385.45,379.85,385.0,384.95,382.0,1447760,55304468820000.01,34309,1284539,0.8873000000000001
2015-04-08,INFRATEL,EQ,384.95,388.7,388.7,369.95,372.0,374.4,382.44,2327544,89013937920000.0,23070,1761734,0.7569
2015-04-09,INFRATEL,EQ,374.4,375.1,382.9,375.1,382.5,380.1,379.95,403291,15323138960000.0,22008,260893,0.6469
2015-04-10,INFRATEL,EQ,380.1,381.0,381.0,369.0,373.9,376.55,373.62,2466852,92165675935000.0,77567,1916751,0.777
2015-04-13,INFRATEL,EQ,376.55,376.55,386.5,374.0,384.95,385.25,383.69,1103858,42354246295000.0,60065,873996,0.7918000000000001
2015-04-15,INFRATEL,EQ,385.25,381.25,386.0,373.8,378.8,377.15,378.13,9375011,354493705980000.0,111228,8935871,0.9531999999999999
2015-04-16,INFRATEL,EQ,377.15,378.4,384.8,378.4,380.55,380.75,380.96,2690538,102498759920000.0,102162,2278858,0.8470000000000001
2015-04-17,INFRATEL,EQ,380.75,379.65,381.85,372.0,377.1,374.9,378.04,2600023,98292163625000.0,56232,2247327,0.8643000000000001
2015-04-20,INFRATEL,EQ,374.9,373.0,379.8,366.55,370.95,370.15,370.87,1709456,63398956929999.99,33478,1419123,0.8301999999999999
2015-04-21,INFRATEL,EQ,370.15,373.6,374.5,365.2,369.1,369.1,369.33,931888,34417368355000.0,36668,719990,0.7726000000000001
2015-04-22,INFRATEL,EQ,369.1,370.95,373.8,355.55,365.95,367.6,364.19,1798356,65494436154999.99,75283,1511050,0.8402
2015-04-23,INFRATEL,EQ,367.6,366.4,373.9,364.8,373.0,371.9,372.07,793727,29532175000000.0,54406,619156,0.7801
2015-04-24,INFRATEL,EQ,371.9,368.0,377.0,366.1,373.2,373.3,371.7,749654,27864525150000.0,33273,565914,0.7549
2015-04-27,INFRATEL,EQ,373.3,375.05,402.0,371.65,397.0,395.55,389.44,1590750,61949815390000.0,53042,771088,0.4847
2015-04-28,INFRATEL,EQ,395.55,390.05,422.0,387.1,404.05,401.05,401.6,2235637,89782136200000.0,82316,1407003,0.6294
2015-04-29,INFRATEL,EQ,401.05,404.85,404.85,382.5,395.0,395.3,392.01,7377483,289206667825000.0,88582,5587737,0.7574
2015-04-30,INFRATEL,EQ,395.3,398.9,402.9,394.5,400.0,401.3,399.1,1228520,49029846710000.0,52922,951102,0.7742
2015-05-04,INFRATEL,EQ,401.3,405.1,405.1,384.25,400.0,396.3,395.32,1385449,54769113890000.0,59285,982780,0.7094
2015-05-05,INFRATEL,EQ,396.3,398.0,399.65,387.0,391.0,391.0,394.15,664628,26196336975000.0,44335,457836,0.6889000000000001
2015-05-06,INFRATEL,EQ,391.0,392.0,398.0,375.75,381.0,385.9,393.45,1708594,67223905604999.99,76558,1354179,0.7926000000000001
2015-05-07,INFRATEL,EQ,385.9,378.55,388.8,364.4,371.1,369.45,375.06,2471178,92685086695000.0,80320,1735353,0.7022
2015-05-08,INFRATEL,EQ,369.45,376.0,393.7,374.0,390.05,388.2,384.94,1301327,50093244100000.0,44034,962730,0.7398
2015-05-11,INFRATEL,EQ,388.2,395.4,395.4,381.3,384.0,390.15,391.24,2695463,105457371675000.0,69268,2069477,0.7678
2015-05-12,INFRATEL,EQ,390.15,388.0,391.95,382.45,383.2,384.5,388.06,2095784,81329864160000.0,59242,1830531,0.8734000000000001
2015-05-13,INFRATEL,EQ,384.5,390.0,405.45,387.2,395.0,392.15,394.69,5765458,227559561325000.0,106032,3398808,0.5895
2015-05-14,INFRATEL,EQ,392.15,392.15,405.0,388.75,400.7,401.15,398.58,6007048,239429757375000.0,100166,4321046,0.7193
2015-05-15,INFRATEL,EQ,401.15,404.3,415.15,401.0,410.0,410.0,410.51,3815210,156617305545000.0,65589,2313971,0.6065
2015-05-18,INFRATEL,EQ,410.0,417.8,419.0,412.15,419.0,418.0,415.99,3231749,134438591015000.02,60721,2563185,0.7931
2015-05-19,INFRATEL,EQ,418.0,415.75,441.75,415.75,441.0,430.2,427.83,3265200,139696532725000.0,70235,2569175,0.7868
2015-05-20,INFRATEL,EQ,430.2,433.55,473.0,432.1,449.95,448.7,447.18,6387911,285652274775000.0,86799,4476963,0.7008
2015-05-21,INFRATEL,EQ,448.7,445.55,447.95,431.0,432.1,434.1,439.6,2546070,111925264659999.98,85900,1923740,0.7556
2015-05-22,INFRATEL,EQ,434.1,436.9,438.4,421.3,436.6,434.05,431.36,1801813,77723059410000.0,50855,1173987,0.6516
2015-05-25,INFRATEL,EQ,434.05,434.6,459.45,426.1,448.6,450.7,441.41,2468857,108978353230000.0,37880,1620135,0.6562
2015-05-26,INFRATEL,EQ,450.7,448.8,490.6,445.1,460.5,462.0,466.31,6941574,323693407560000.0,123117,3763722,0.5422
2015-05-27,INFRATEL,EQ,462.0,450.0,455.95,425.5,437.2,437.85,441.04,3299963,145542575110000.0,86195,2239300,0.6786
2015-05-28,INFRATEL,EQ,437.85,436.1,451.0,418.65,442.65,440.75,431.92,5983896,258458874069999.97,127595,4297275,0.7181000000000001
2015-05-29,INFRATEL,EQ,440.75,440.0,487.7,436.0,478.0,478.85,471.88,49323892,2327478038870000.0,289775,40348294,0.818
2015-06-01,INFRATEL,EQ,478.85,462.1,474.9,437.65,470.0,471.45,467.19,7329572,342433289985000.0,131093,4616097,0.6298
2015-06-02,INFRATEL,EQ,471.45,465.1,474.0,445.4,452.75,453.8,453.65,2758029,125118981250000.0,87914,1614922,0.5855
2015-06-03,INFRATEL,EQ,453.8,454.0,454.1,414.05,420.0,423.95,428.64,2216493,95007769165000.0,78706,1354625,0.6112
2015-06-04,INFRATEL,EQ,423.95,424.0,441.0,416.3,426.9,435.2,428.09,1884624,80678657870000.0,65725,1071383,0.5685
2015-06-05,INFRATEL,EQ,435.2,428.2,450.6,421.55,449.0,447.1,435.07,3604579,156824548820000.0,65305,2786606,0.7731
2015-06-08,INFRATEL,EQ,447.1,442.1,452.7,435.0,447.05,448.05,442.32,943253,41721764465000.0,29977,562508,0.5963
2015-06-09,INFRATEL,EQ,448.05,453.3,457.0,441.25,447.0,448.0,445.94,2181492,97281452025000.0,71264,1842453,0.8445999999999999
2015-06-10,INFRATEL,EQ,448.0,451.8,464.2,433.0,443.4,443.3,448.72,1762375,79081126925000.0,83277,989394,0.5614
2015-06-11,INFRATEL,EQ,443.3,448.55,474.0,447.0,450.95,456.7,460.88,2065007,95172842995000.0,77624,1285604,0.6226
2015-06-12,INFRATEL,EQ,456.7,456.0,456.0,436.4,439.75,441.3,442.21,1097347,48526265465000.0,46863,681019,0.6206
2015-06-15,INFRATEL,EQ,441.3,441.7,461.85,435.0,459.0,455.05,447.39,962829,43075978245000.0,60188,526648,0.547
2015-06-16,INFRATEL,EQ,455.05,460.2,470.8,451.25,460.15,461.4,461.85,1425010,65814748440000.0,50730,835138,0.5861
2015-06-17,INFRATEL,EQ,461.4,464.0,475.0,458.0,474.9,473.25,465.11,1412704,65706639420000.01,52974,857655,0.6071
2015-06-18,INFRATEL,EQ,473.25,469.6,469.6,450.3,457.0,455.95,457.29,2133088,97544455790000.0,139136,1310755,0.6145
2015-06-19,INFRATEL,EQ,455.95,461.3,475.0,456.1,473.35,466.05,465.15,1964630,91384785815000.0,67005,1412823,0.7191
2015-06-22,INFRATEL,EQ,466.05,470.0,486.9,458.0,485.0,482.3,471.56,1831179,86350730300000.0,65922,1183572,0.6463
2015-06-23,INFRATEL,EQ,482.3,481.6,484.6,472.1,479.0,480.45,478.26,1281923,61309683685000.0,104070,708110,0.5524
2015-06-24,INFRATEL,EQ,480.45,475.0,478.45,461.15,462.25,463.35,468.61,2196658,102938431460000.0,81783,1676880,0.7634000000000001
2015-06-25,INFRATEL,EQ,463.35,458.35,471.75,452.25,452.75,458.95,465.39,1639161,76284145000000.0,57454,1135522,0.6927
2015-06-26,INFRATEL,EQ,458.95,456.3,458.9,433.0,434.35,435.8,440.29,1393353,61347614970000.01,61944,794396,0.5700999999999999
2015-06-29,INFRATEL,EQ,435.8,431.7,458.45,422.1,454.0,449.9,449.45,1385228,62259462554999.99,59042,760165,0.5488000000000001
2015-06-30,INFRATEL,EQ,449.9,456.8,459.95,441.25,448.8,447.0,451.61,2153742,97265922520000.0,58849,1383204,0.6422
2015-07-01,INFRATEL,EQ,447.0,453.7,453.7,439.75,440.45,440.95,446.89,763849,34135826875000.0,38945,574215,0.7517
2015-07-02,INFRATEL,EQ,440.95,448.0,485.0,444.1,475.55,479.85,464.4,1743154,80952734880000.0,75560,801143,0.4596
2015-07-03,INFRATEL,EQ,479.85,474.5,474.5,456.05,464.0,464.5,462.53,990766,45825829365000.0,46799,483005,0.4875
2015-07-06,INFRATEL,EQ,464.5,460.0,460.0,446.45,449.0,450.15,449.88,1204695,54197355085000.0,81108,862515,0.716
2015-07-07,INFRATEL,EQ,450.15,445.0,458.0,434.7,436.5,436.55,440.77,2216795,97710266250000.0,54372,1668310,0.7526
2015-07-08,INFRATEL,EQ,436.55,436.0,453.75,435.5,447.55,450.3,447.76,1901206,85128119145000.0,84615,1074073,0.5649000000000001
2015-07-09,INFRATEL,EQ,450.3,453.7,453.7,438.5,440.2,443.2,447.67,2607324,116720959990000.02,40826,2101830,0.8061
2015-07-10,INFRATEL,EQ,443.2,446.7,446.7,434.0,440.6,437.55,439.24,1537007,67512255275000.0,48088,1265734,0.8235
2015-07-13,INFRATEL,EQ,437.55,442.0,444.7,435.05,436.7,439.05,439.48,469796,20646551150000.0,23218,323804,0.6892
2015-07-14,INFRATEL,EQ,439.05,442.85,449.4,436.2,447.1,447.95,443.6,1068137,47382113745000.0,44653,760844,0.7123
2015-07-15,INFRATEL,EQ,447.95,448.0,450.0,442.95,447.15,447.35,447.86,769237,34450695670000.0,44864,590830,0.7681
2015-07-16,INFRATEL,EQ,447.35,449.55,461.95,441.2,453.2,453.45,452.52,999809,45242893620000.0,90807,726214,0.7264
2015-07-17,INFRATEL,EQ,453.45,459.45,476.4,455.35,470.8,470.65,469.68,1416033,66508532540000.0,81546,877166,0.6195
2015-07-20,INFRATEL,EQ,470.65,470.0,470.0,454.5,464.95,460.9,462.74,802053,37114139535000.0,71457,545171,0.6797
2015-07-21,INFRATEL,EQ,460.9,464.9,464.9,437.9,448.0,448.75,449.03,1480502,66478480125000.0,56443,1175256,0.7938
2015-07-22,INFRATEL,EQ,448.75,454.9,463.3,450.1,460.0,458.2,456.49,707694,32305782395000.0,39445,461159,0.6516
2015-07-23,INFRATEL,EQ,458.2,466.3,468.7,445.0,452.8,451.2,457.57,906640,41485028200000.0,40457,631051,0.696
2015-07-24,INFRATEL,EQ,451.2,455.45,455.45,408.1,425.5,419.9,428.5,2302847,98677329555000.0,79717,1625618,0.7059000000000001
2015-07-27,INFRATEL,EQ,419.9,423.05,434.15,419.9,428.0,426.45,429.7,2583515,111012968715000.02,60721,2339491,0.9055
2015-07-28,INFRATEL,EQ,426.45,426.05,448.35,426.05,438.0,434.75,440.09,1508760,66399469779999.99,60962,1105864,0.733
2015-07-29,INFRATEL,EQ,434.75,439.0,448.55,437.1,446.0,443.0,444.65,2097171,93251413895000.0,85847,1666979,0.7948999999999999
2015-07-30,INFRATEL,EQ,443.0,444.3,449.0,438.05,444.95,443.6,446.01,1753496,78207707550000.0,55671,1451944,0.828
2015-07-31,INFRATEL,EQ,443.6,443.7,464.0,443.7,447.8,447.65,451.31,1885259,85083871200000.0,99973,1161671,0.6162
2015-08-03,INFRATEL,EQ,447.65,448.9,479.8,447.65,479.8,474.75,468.94,2894315,135727165650000.0,111018,1928621,0.6663
2015-08-04,INFRATEL,EQ,474.75,478.8,496.7,472.8,478.55,480.7,484.36,2493858,120792725270000.0,93911,1719539,0.6895
2015-08-05,INFRATEL,EQ,480.7,483.0,499.65,460.15,460.15,465.9,473.72,1384919,65606377910000.0,56203,862852,0.623
2015-08-06,INFRATEL,EQ,465.9,461.0,465.8,450.15,454.15,452.4,457.22,1844075,84315436045000.0,80464,1402462,0.7605
2015-08-07,INFRATEL,EQ,452.4,453.95,460.9,430.05,438.05,436.3,436.04,2354267,102656022415000.0,101204,1447557,0.6149
2015-08-10,INFRATEL,EQ,436.3,438.2,454.7,437.0,443.15,443.65,445.02,2284248,101652823875000.0,76903,1629080,0.7132
2015-08-11,INFRATEL,EQ,443.65,442.1,447.15,436.0,440.0,439.95,439.95,1600222,70401578065000.0,28812,1412051,0.8824
2015-08-12,INFRATEL,EQ,439.95,442.45,444.35,435.1,436.0,439.0,439.84,837786,36849378320000.0,25128,696405,0.8312
2015-08-13,INFRATEL,EQ,439.0,437.0,440.95,430.45,435.0,432.25,436.69,929098,40572644185000.0,23017,772471,0.8314
2015-08-14,INFRATEL,EQ,432.25,430.0,430.0,402.0,410.5,410.1,411.35,2248575,92494768905000.0,94602,1670312,0.7428
2015-08-17,INFRATEL,EQ,410.1,413.4,422.35,407.5,414.5,419.85,416.73,1046107,43594246180000.0,41997,754697,0.7214
2015-08-18,INFRATEL,EQ,419.85,422.0,422.0,413.0,416.0,415.9,417.0,1458538,60821603425000.0,51991,1188291,0.8147
2015-08-19,INFRATEL,EQ,415.9,418.9,418.9,399.0,402.1,406.05,410.26,1049220,43045187765000.0,25352,792282,0.7551000000000001
2015-08-20,INFRATEL,EQ,406.05,406.05,415.0,388.05,402.0,403.15,395.64,3859556,152698415165000.0,68921,3252042,0.8426
2015-08-21,INFRATEL,EQ,403.15,401.0,419.8,400.0,401.65,402.85,407.68,812612,33128595970000.0,47087,439167,0.5404
2015-08-24,INFRATEL,EQ,402.85,398.0,398.0,366.2,375.9,376.35,379.13,1667702,63227714745000.01,94807,1112698,0.6672
2015-08-25,INFRATEL,EQ,376.35,377.2,427.25,377.2,395.0,402.7,397.37,2292969,91115708575000.0,79833,1690660,0.7373000000000001
2015-08-26,INFRATEL,EQ,402.7,394.8,402.4,384.95,385.5,387.05,391.9,1665838,65283819160000.0,99840,1294939,0.7773000000000001
2015-08-27,INFRATEL,EQ,387.05,392.0,403.45,388.45,392.0,391.6,395.38,1479740,58505387810000.0,73056,1147950,0.7758
2015-08-28,INFRATEL,EQ,391.6,396.0,398.5,384.0,390.0,390.65,391.82,1667970,65353827335000.0,69098,832242,0.499
2015-08-31,INFRATEL,EQ,390.65,392.9,436.0,390.2,398.95,399.75,410.77,3395039,139457296820000.0,80111,1586547,0.4673
2015-09-01,INFRATEL,EQ,399.75,400.0,429.0,398.85,405.0,403.1,412.62,3469193,143146441630000.0,150393,1502398,0.43310000000000004
2015-09-02,INFRATEL,EQ,403.1,410.0,419.8,393.95,396.5,396.25,405.19,2487017,100772002450000.0,71971,1210729,0.4868
2015-09-03,INFRATEL,EQ,396.25,400.8,423.9,399.0,409.0,405.05,406.69,8191537,333143808715000.0,70296,5977419,0.7297
2015-09-04,INFRATEL,EQ,405.05,411.0,413.45,402.25,407.9,407.55,407.63,1206867,49195186400000.0,59708,615228,0.5098
2015-09-07,INFRATEL,EQ,407.55,411.95,414.4,400.25,405.0,404.95,405.11,839470,34008110164999.996,30553,680043,0.8101
2015-09-08,INFRATEL,EQ,404.95,404.05,412.8,395.0,399.3,398.0,400.83,546519,21906066980000.0,16409,208494,0.3815
2015-09-09,INFRATEL,EQ,398.0,402.15,409.0,402.15,407.5,407.55,406.81,1384674,56329301229999.99,74990,1020790,0.7372
2015-09-10,INFRATEL,EQ,407.55,406.6,407.4,386.25,392.7,391.2,395.89,822857,32575694670000.0,20832,482675,0.5866
2015-09-11,INFRATEL,EQ,391.2,397.85,398.75,370.1,372.75,374.5,378.63,2691262,101899298070000.0,66377,1927207,0.7161
2015-09-14,INFRATEL,EQ,374.5,382.0,400.0,376.65,399.9,398.1,393.86,2728038,107447460570000.0,74236,1891800,0.6935
2015-09-15,INFRATEL,EQ,398.1,400.0,400.0,382.05,389.15,388.8,387.5,1791446,69419155479999.99,58293,1216326,0.679
2015-09-16,INFRATEL,EQ,388.8,388.8,392.0,377.5,380.2,379.9,382.46,1161894,44438023475000.0,54403,560322,0.4822
2015-09-18,INFRATEL,EQ,379.9,384.4,394.0,381.25,390.0,391.05,389.93,1665768,64953235465000.0,69758,1342871,0.8062
2015-09-21,INFRATEL,EQ,391.05,386.3,404.3,386.3,399.2,401.55,398.54,1168980,46588859010000.0,50867,845033,0.7229000000000001
2015-09-22,INFRATEL,EQ,401.55,401.0,418.0,399.6,418.0,415.15,414.41,2773004,114916808200000.0,51878,2035032,0.7339
2015-09-23,INFRATEL,EQ,415.15,409.8,411.6,390.3,395.6,394.2,397.86,764540,30418305985000.004,34432,402569,0.5266
2015-09-24,INFRATEL,EQ,394.2,402.05,405.05,392.1,394.5,395.75,399.24,1915621,76479842335000.0,42506,1544361,0.8062
2015-09-28,INFRATEL,EQ,395.75,399.0,400.2,362.75,375.4,377.05,387.42,1988414,77035566640000.0,64049,1231852,0.6195
2015-09-29,INFRATEL,EQ,377.05,374.7,377.0,341.35,356.0,357.6,357.65,5933628,212215690320000.0,162005,3988274,0.6720999999999999
2015-09-30,INFRATEL,EQ,357.6,356.5,366.7,350.05,355.85,355.2,356.79,5239314,186934368690000.0,149525,3539767,0.6756000000000001
2015-10-01,INFRATEL,EQ,355.2,363.0,402.6,360.0,395.2,397.4,384.49,4290092,164950753095000.0,84426,1616249,0.37670000000000003
2015-10-05,INFRATEL,EQ,397.4,399.65,426.0,397.45,411.85,410.15,413.37,4108959,169851377055000.0,122202,2330704,0.5672
2015-10-06,INFRATEL,EQ,410.15,414.55,430.7,413.45,426.5,426.55,425.61,2591448,110295748615000.02,72363,1198806,0.4626
